id,description,payload,context,example_query,is_attack,attack_type
3020,SQL Injection attempt (blended),' AND 63198=40502 -- LtgKhq7V,Database Interaction,Injected SQL,Yes,SQLi
3021,SQL Injection attempt (blended),' AND 35384=2060 -- di8zn1QF,Database Interaction,Injected SQL,Yes,SQLi
3022,SQL Injection attempt (blended),"uid=7706 UNION SELECT 90823,'b5Mtq5a9'",Database Interaction,Injected SQL,Yes,SQLi
3023,SQL Injection attempt (blended),search?q=test' OR 'HFRWSKeC'='k3cdateJ,Database Interaction,Injected SQL,Yes,SQLi
3024,SQL Injection attempt (blended),"uid=68379 UNION SELECT 11405,'VgFQNrIS'",Database Interaction,Injected SQL,Yes,SQLi
3025,SQL Injection attempt (blended),category=U9rEzKDA'; DROP TABLE temp_pzm3id5b;--,Database Interaction,Injected SQL,Yes,SQLi
3026,SQL Injection attempt (blended),' AND 2806=19805 -- ANTaFi8e,Database Interaction,Injected SQL,Yes,SQLi
3027,SQL Injection attempt (blended),' AND 70116=66376 -- CChGYxuZ,Database Interaction,Injected SQL,Yes,SQLi
3028,SQL Injection attempt (blended),' AND 93802=27957 -- 7clND8gy,Database Interaction,Injected SQL,Yes,SQLi
3029,SQL Injection attempt (blended),product?id=57122 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3030,SQL Injection attempt (blended),' AND 55606=28589 -- eI7hGTDc,Database Interaction,Injected SQL,Yes,SQLi
3031,SQL Injection attempt (blended),search?q=test' OR 'MxJdFJsp'='VHJoq5ua,Database Interaction,Injected SQL,Yes,SQLi
3032,SQL Injection attempt (blended),search?q=test' OR '6sB2oTPd'='VjQ9W3RR,Database Interaction,Injected SQL,Yes,SQLi
3033,SQL Injection attempt (blended),id=50695 OR 42850=26435,Database Interaction,Injected SQL,Yes,SQLi
3034,SQL Injection attempt (blended),product?id=9957 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3035,SQL Injection attempt (blended),search?q=test' OR '3fWV5CTw'='fnVhJ0WR,Database Interaction,Injected SQL,Yes,SQLi
3036,SQL Injection attempt (blended),search?q=test' OR '0gBBCLpm'='Tbf4HaUB,Database Interaction,Injected SQL,Yes,SQLi
3037,SQL Injection attempt (blended),search?q=test' OR 'anw95DhS'='MPdtKkR5,Database Interaction,Injected SQL,Yes,SQLi
3038,SQL Injection attempt (blended),id=67742 OR 10344=19708,Database Interaction,Injected SQL,Yes,SQLi
3039,SQL Injection attempt (blended),id=47588 OR 49338=62165,Database Interaction,Injected SQL,Yes,SQLi
3040,SQL Injection attempt (blended),' AND 75649=97567 -- Z5Vy7Trr,Database Interaction,Injected SQL,Yes,SQLi
3041,SQL Injection attempt (blended),search?q=test' OR 'vyNj18Op'='bClOFoQ2,Database Interaction,Injected SQL,Yes,SQLi
3042,SQL Injection attempt (blended),' AND 48275=95406 -- sMePcKEA,Database Interaction,Injected SQL,Yes,SQLi
3043,SQL Injection attempt (blended),product?id=25630 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3044,SQL Injection attempt (blended),id=6598 OR 92901=33306,Database Interaction,Injected SQL,Yes,SQLi
3045,SQL Injection attempt (blended),search?q=test' OR 'yUwpq16w'='LA4EEzHZ,Database Interaction,Injected SQL,Yes,SQLi
3046,SQL Injection attempt (blended),id=38342 OR 79386=4653,Database Interaction,Injected SQL,Yes,SQLi
3047,SQL Injection attempt (blended),' AND 81039=1484 -- ix1BMI04,Database Interaction,Injected SQL,Yes,SQLi
3048,SQL Injection attempt (blended),' AND 9647=57387 -- 42r9Ydc0,Database Interaction,Injected SQL,Yes,SQLi
3049,SQL Injection attempt (blended),product?id=87798 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3050,SQL Injection attempt (blended),id=80620 OR 14985=42496,Database Interaction,Injected SQL,Yes,SQLi
3051,SQL Injection attempt (blended),product?id=96133 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3052,SQL Injection attempt (blended),search?q=test' OR '0Cx1LJSw'='yvVIKDUx,Database Interaction,Injected SQL,Yes,SQLi
3053,SQL Injection attempt (blended),id=847 OR 32244=70403,Database Interaction,Injected SQL,Yes,SQLi
3054,SQL Injection attempt (blended),product?id=95386 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3055,SQL Injection attempt (blended),product?id=77323 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3056,SQL Injection attempt (blended),id=42314 OR 72886=485,Database Interaction,Injected SQL,Yes,SQLi
3057,SQL Injection attempt (blended),id=41749 OR 84058=73244,Database Interaction,Injected SQL,Yes,SQLi
3058,SQL Injection attempt (blended),id=88709 OR 39195=20650,Database Interaction,Injected SQL,Yes,SQLi
3059,SQL Injection attempt (blended),search?q=test' OR 'toFI9YxD'='gKpkOGPG,Database Interaction,Injected SQL,Yes,SQLi
3060,SQL Injection attempt (blended),' AND 40618=35853 -- QbHe3tBP,Database Interaction,Injected SQL,Yes,SQLi
3061,SQL Injection attempt (blended),product?id=977 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3062,SQL Injection attempt (blended),' AND 27016=68876 -- lyMzFFMA,Database Interaction,Injected SQL,Yes,SQLi
3063,SQL Injection attempt (blended),category=dUlH4yVG'; DROP TABLE temp_HAMr4hQD;--,Database Interaction,Injected SQL,Yes,SQLi
3064,SQL Injection attempt (blended),' AND 99854=55753 -- u5kAx6UK,Database Interaction,Injected SQL,Yes,SQLi
3065,SQL Injection attempt (blended),product?id=19843 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3066,SQL Injection attempt (blended),search?q=test' OR 'ZHYEoT6W'='ZuEex77g,Database Interaction,Injected SQL,Yes,SQLi
3067,SQL Injection attempt (blended),"uid=98236 UNION SELECT 89182,'hOW0ksdb'",Database Interaction,Injected SQL,Yes,SQLi
3068,SQL Injection attempt (blended),id=4311 OR 72107=15570,Database Interaction,Injected SQL,Yes,SQLi
3069,SQL Injection attempt (blended),product?id=11941 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3070,SQL Injection attempt (blended),category=Vu4DsDoD'; DROP TABLE temp_DYUKxYnF;--,Database Interaction,Injected SQL,Yes,SQLi
3071,SQL Injection attempt (blended),"uid=41519 UNION SELECT 16719,'zjLvtCIN'",Database Interaction,Injected SQL,Yes,SQLi
3072,SQL Injection attempt (blended),category=zWJcXt4l'; DROP TABLE temp_dlgpO3wE;--,Database Interaction,Injected SQL,Yes,SQLi
3073,SQL Injection attempt (blended),search?q=test' OR '4dwbCcVT'='cwNK9GrH,Database Interaction,Injected SQL,Yes,SQLi
3074,SQL Injection attempt (blended),category=0a4oOlvU'; DROP TABLE temp_Ohj3hgU2;--,Database Interaction,Injected SQL,Yes,SQLi
3075,SQL Injection attempt (blended),search?q=test' OR 'UtNe1yLM'='POTB8T1f,Database Interaction,Injected SQL,Yes,SQLi
3076,SQL Injection attempt (blended),id=45357 OR 85966=99754,Database Interaction,Injected SQL,Yes,SQLi
3077,SQL Injection attempt (blended),' AND 21243=36333 -- aWMHoe7T,Database Interaction,Injected SQL,Yes,SQLi
3078,SQL Injection attempt (blended),product?id=39193 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3079,SQL Injection attempt (blended),"uid=59938 UNION SELECT 58739,'Nv4Rto86'",Database Interaction,Injected SQL,Yes,SQLi
3080,SQL Injection attempt (blended),search?q=test' OR 'nT2s4G9m'='5MwC4bSc,Database Interaction,Injected SQL,Yes,SQLi
3081,SQL Injection attempt (blended),product?id=16871 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3082,SQL Injection attempt (blended),"uid=16909 UNION SELECT 4457,'6UvZ7KNQ'",Database Interaction,Injected SQL,Yes,SQLi
3083,SQL Injection attempt (blended),search?q=test' OR 'NUKskVnR'='gPsfv6mZ,Database Interaction,Injected SQL,Yes,SQLi
3084,SQL Injection attempt (blended),product?id=94770 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3085,SQL Injection attempt (blended),' AND 52187=49846 -- k9XerPPE,Database Interaction,Injected SQL,Yes,SQLi
3086,SQL Injection attempt (blended),"uid=22345 UNION SELECT 57921,'F9PgDsMl'",Database Interaction,Injected SQL,Yes,SQLi
3087,SQL Injection attempt (blended),' AND 1354=42671 -- EekPhwzQ,Database Interaction,Injected SQL,Yes,SQLi
3088,SQL Injection attempt (blended),search?q=test' OR '5cWyN4tw'='Pq158Bjq,Database Interaction,Injected SQL,Yes,SQLi
3089,SQL Injection attempt (blended),"uid=66234 UNION SELECT 93986,'it6osYY2'",Database Interaction,Injected SQL,Yes,SQLi
3090,SQL Injection attempt (blended),category=xJkdjNTV'; DROP TABLE temp_phOY2ZbW;--,Database Interaction,Injected SQL,Yes,SQLi
3091,SQL Injection attempt (blended),category=DPV07noT'; DROP TABLE temp_6mVBC55Y;--,Database Interaction,Injected SQL,Yes,SQLi
3092,SQL Injection attempt (blended),' AND 53303=89647 -- EToLoUGu,Database Interaction,Injected SQL,Yes,SQLi
3093,SQL Injection attempt (blended),search?q=test' OR 'Yee5l0EW'='pWE2AnCJ,Database Interaction,Injected SQL,Yes,SQLi
3094,SQL Injection attempt (blended),id=38599 OR 8239=53072,Database Interaction,Injected SQL,Yes,SQLi
3095,SQL Injection attempt (blended),"uid=52368 UNION SELECT 29494,'FPVHWXnL'",Database Interaction,Injected SQL,Yes,SQLi
3096,SQL Injection attempt (blended),category=5g8BHQW8'; DROP TABLE temp_iRtAIm9b;--,Database Interaction,Injected SQL,Yes,SQLi
3097,SQL Injection attempt (blended),product?id=75633 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3098,SQL Injection attempt (blended),category=XOTFPlzj'; DROP TABLE temp_ro5zWPIm;--,Database Interaction,Injected SQL,Yes,SQLi
3099,SQL Injection attempt (blended),product?id=36528 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3100,SQL Injection attempt (blended),search?q=test' OR 'TmLdfOts'='ToCO3Esc,Database Interaction,Injected SQL,Yes,SQLi
3101,SQL Injection attempt (blended),product?id=74845 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3102,SQL Injection attempt (blended),id=2062 OR 17840=61435,Database Interaction,Injected SQL,Yes,SQLi
3103,SQL Injection attempt (blended),search?q=test' OR 'ZqNhQyhr'='OsLRtYvr,Database Interaction,Injected SQL,Yes,SQLi
3104,SQL Injection attempt (blended),' AND 69515=70854 -- jOq6Olmr,Database Interaction,Injected SQL,Yes,SQLi
3105,SQL Injection attempt (blended),search?q=test' OR 'L5oY2i8c'='4gg8oJk8,Database Interaction,Injected SQL,Yes,SQLi
3106,SQL Injection attempt (blended),search?q=test' OR 'tH3xIn47'='6AXBMZD7,Database Interaction,Injected SQL,Yes,SQLi
3107,SQL Injection attempt (blended),' AND 69321=22544 -- M2grtYau,Database Interaction,Injected SQL,Yes,SQLi
3108,SQL Injection attempt (blended),product?id=38531 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3109,SQL Injection attempt (blended),product?id=96551 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3110,SQL Injection attempt (blended),id=53445 OR 6782=83521,Database Interaction,Injected SQL,Yes,SQLi
3111,SQL Injection attempt (blended),product?id=2171 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3112,SQL Injection attempt (blended),search?q=test' OR 'uNklOcRE'='AVCcmoGS,Database Interaction,Injected SQL,Yes,SQLi
3113,SQL Injection attempt (blended),' AND 58234=68816 -- ZJIDmvTa,Database Interaction,Injected SQL,Yes,SQLi
3114,SQL Injection attempt (blended),id=37614 OR 14585=85336,Database Interaction,Injected SQL,Yes,SQLi
3115,SQL Injection attempt (blended),"uid=80368 UNION SELECT 84572,'UVhByOf6'",Database Interaction,Injected SQL,Yes,SQLi
3116,SQL Injection attempt (blended),id=82239 OR 33143=40955,Database Interaction,Injected SQL,Yes,SQLi
3117,SQL Injection attempt (blended),product?id=46556 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3118,SQL Injection attempt (blended),id=14105 OR 25893=53331,Database Interaction,Injected SQL,Yes,SQLi
3119,SQL Injection attempt (blended),"uid=49126 UNION SELECT 41719,'XpSahrPJ'",Database Interaction,Injected SQL,Yes,SQLi
3120,SQL Injection attempt (blended),id=66847 OR 52469=37420,Database Interaction,Injected SQL,Yes,SQLi
3121,SQL Injection attempt (blended),"uid=24373 UNION SELECT 54324,'Bc8mCH1V'",Database Interaction,Injected SQL,Yes,SQLi
3122,SQL Injection attempt (blended),' AND 15389=8445 -- rtWfCVFa,Database Interaction,Injected SQL,Yes,SQLi
3123,SQL Injection attempt (blended),product?id=92874 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3124,SQL Injection attempt (blended),id=79676 OR 53868=42105,Database Interaction,Injected SQL,Yes,SQLi
3125,SQL Injection attempt (blended),product?id=47444 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3126,SQL Injection attempt (blended),id=83662 OR 96444=50642,Database Interaction,Injected SQL,Yes,SQLi
3127,SQL Injection attempt (blended),product?id=29611 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3128,SQL Injection attempt (blended),"uid=68282 UNION SELECT 57533,'YawYEpvl'",Database Interaction,Injected SQL,Yes,SQLi
3129,SQL Injection attempt (blended),' AND 78225=3575 -- KxN1AOua,Database Interaction,Injected SQL,Yes,SQLi
3130,SQL Injection attempt (blended),id=3678 OR 3267=30774,Database Interaction,Injected SQL,Yes,SQLi
3131,SQL Injection attempt (blended),product?id=91181 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3132,SQL Injection attempt (blended),id=88747 OR 72939=39217,Database Interaction,Injected SQL,Yes,SQLi
3133,SQL Injection attempt (blended),search?q=test' OR '87d8CP9S'='UkDT7Yuh,Database Interaction,Injected SQL,Yes,SQLi
3134,SQL Injection attempt (blended),' AND 940=78012 -- EG0GTMG3,Database Interaction,Injected SQL,Yes,SQLi
3135,SQL Injection attempt (blended),"uid=7237 UNION SELECT 43171,'nKEdjLEM'",Database Interaction,Injected SQL,Yes,SQLi
3136,SQL Injection attempt (blended),search?q=test' OR 'VbuaNeAE'='6AB7Bh2q,Database Interaction,Injected SQL,Yes,SQLi
3137,SQL Injection attempt (blended),product?id=69538 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3138,SQL Injection attempt (blended),id=81762 OR 43747=37769,Database Interaction,Injected SQL,Yes,SQLi
3139,SQL Injection attempt (blended),id=87270 OR 74167=1458,Database Interaction,Injected SQL,Yes,SQLi
3140,SQL Injection attempt (blended),id=89986 OR 46091=2373,Database Interaction,Injected SQL,Yes,SQLi
3141,SQL Injection attempt (blended),id=29260 OR 7847=26466,Database Interaction,Injected SQL,Yes,SQLi
3142,SQL Injection attempt (blended),id=73170 OR 65547=31001,Database Interaction,Injected SQL,Yes,SQLi
3143,SQL Injection attempt (blended),' AND 23323=68043 -- w9oguPmj,Database Interaction,Injected SQL,Yes,SQLi
3144,SQL Injection attempt (blended),product?id=74502 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3145,SQL Injection attempt (blended),' AND 25658=89983 -- PhnTe84l,Database Interaction,Injected SQL,Yes,SQLi
3146,SQL Injection attempt (blended),search?q=test' OR '7gzSLhMk'='WzkkyLAy,Database Interaction,Injected SQL,Yes,SQLi
3147,SQL Injection attempt (blended),product?id=47729 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3148,SQL Injection attempt (blended),product?id=90383 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3149,SQL Injection attempt (blended),search?q=test' OR '4v4sTntW'='Fsqq95OQ,Database Interaction,Injected SQL,Yes,SQLi
3150,SQL Injection attempt (blended),category=ODxrIoX0'; DROP TABLE temp_N4O1wRxS;--,Database Interaction,Injected SQL,Yes,SQLi
3151,SQL Injection attempt (blended),id=40773 OR 31115=13974,Database Interaction,Injected SQL,Yes,SQLi
3152,SQL Injection attempt (blended),' AND 44532=59823 -- 6gZ8QR2L,Database Interaction,Injected SQL,Yes,SQLi
3153,SQL Injection attempt (blended),"uid=94227 UNION SELECT 22534,'Yu6k9osr'",Database Interaction,Injected SQL,Yes,SQLi
3154,SQL Injection attempt (blended),' AND 66612=41561 -- rJ4s4q4b,Database Interaction,Injected SQL,Yes,SQLi
3155,SQL Injection attempt (blended),product?id=78797 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3156,SQL Injection attempt (blended),' AND 65635=32431 -- NtL28O37,Database Interaction,Injected SQL,Yes,SQLi
3157,SQL Injection attempt (blended),' AND 29197=66499 -- crU8bELP,Database Interaction,Injected SQL,Yes,SQLi
3158,SQL Injection attempt (blended),id=24909 OR 37855=44660,Database Interaction,Injected SQL,Yes,SQLi
3159,SQL Injection attempt (blended),id=19395 OR 26574=87897,Database Interaction,Injected SQL,Yes,SQLi
3160,SQL Injection attempt (blended),id=4458 OR 79104=59137,Database Interaction,Injected SQL,Yes,SQLi
3161,SQL Injection attempt (blended),product?id=22758 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3162,SQL Injection attempt (blended),"uid=41455 UNION SELECT 97090,'A0AWhyho'",Database Interaction,Injected SQL,Yes,SQLi
3163,SQL Injection attempt (blended),product?id=6016 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3164,SQL Injection attempt (blended),id=67761 OR 3035=44360,Database Interaction,Injected SQL,Yes,SQLi
3165,SQL Injection attempt (blended),product?id=87927 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3166,SQL Injection attempt (blended),' AND 25792=64156 -- nRikuLBs,Database Interaction,Injected SQL,Yes,SQLi
3167,SQL Injection attempt (blended),search?q=test' OR 'USonkTxD'='yka62uOb,Database Interaction,Injected SQL,Yes,SQLi
3168,SQL Injection attempt (blended),search?q=test' OR 'EaNXl0Gy'='oQauFE4Z,Database Interaction,Injected SQL,Yes,SQLi
3169,SQL Injection attempt (blended),id=41597 OR 44127=62467,Database Interaction,Injected SQL,Yes,SQLi
3170,SQL Injection attempt (blended),"uid=68483 UNION SELECT 46230,'xaDjIv8Q'",Database Interaction,Injected SQL,Yes,SQLi
3171,SQL Injection attempt (blended),category=oHhEZss0'; DROP TABLE temp_ulH9XCQl;--,Database Interaction,Injected SQL,Yes,SQLi
3172,SQL Injection attempt (blended),"uid=92835 UNION SELECT 86699,'6yPGIysx'",Database Interaction,Injected SQL,Yes,SQLi
3173,SQL Injection attempt (blended),"uid=76937 UNION SELECT 79508,'ubqaeECn'",Database Interaction,Injected SQL,Yes,SQLi
3174,SQL Injection attempt (blended),"uid=32389 UNION SELECT 59352,'rUBmIgux'",Database Interaction,Injected SQL,Yes,SQLi
3175,SQL Injection attempt (blended),product?id=51427 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3176,SQL Injection attempt (blended),product?id=80924 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3177,SQL Injection attempt (blended),id=30814 OR 35402=14736,Database Interaction,Injected SQL,Yes,SQLi
3178,SQL Injection attempt (blended),"uid=53994 UNION SELECT 30685,'2Y8Itcsm'",Database Interaction,Injected SQL,Yes,SQLi
3179,SQL Injection attempt (blended),"uid=40898 UNION SELECT 9498,'hKge8evw'",Database Interaction,Injected SQL,Yes,SQLi
3180,SQL Injection attempt (blended),"uid=90003 UNION SELECT 85755,'LS5CTMOy'",Database Interaction,Injected SQL,Yes,SQLi
3181,SQL Injection attempt (blended),product?id=6728 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3182,SQL Injection attempt (blended),search?q=test' OR 'HZ56Ke39'='tZ2NAHjY,Database Interaction,Injected SQL,Yes,SQLi
3183,SQL Injection attempt (blended),' AND 82189=49638 -- xnH1I6uf,Database Interaction,Injected SQL,Yes,SQLi
3184,SQL Injection attempt (blended),search?q=test' OR '5VeQafHX'='l5Zlm4I2,Database Interaction,Injected SQL,Yes,SQLi
3185,SQL Injection attempt (blended),category=IGZBaqdt'; DROP TABLE temp_XY4lvjbr;--,Database Interaction,Injected SQL,No,
3186,SQL Injection attempt (blended),id=40776 OR 43012=46396,Database Interaction,Injected SQL,Yes,SQLi
3187,SQL Injection attempt (blended),search?q=test' OR 'W9gS07ah'='fFEyAxSr,Database Interaction,Injected SQL,Yes,SQLi
3188,SQL Injection attempt (blended),category=ObmAkFhc'; DROP TABLE temp_WxexJ7hI;--,Database Interaction,Injected SQL,Yes,SQLi
3189,SQL Injection attempt (blended),' AND 57925=10971 -- K67fgRjo,Database Interaction,Injected SQL,Yes,SQLi
3190,SQL Injection attempt (blended),category=SP5kzPEy'; DROP TABLE temp_PJeTNX64;--,Database Interaction,Injected SQL,Yes,SQLi
3191,SQL Injection attempt (blended),search?q=test' OR 'O18F4Mzk'='OsNfpKfT,Database Interaction,Injected SQL,Yes,SQLi
3192,SQL Injection attempt (blended),' AND 96254=30258 -- wFkWjZsq,Database Interaction,Injected SQL,Yes,SQLi
3193,SQL Injection attempt (blended),category=c9upNMEu'; DROP TABLE temp_qPYsjjXr;--,Database Interaction,Injected SQL,Yes,SQLi
3194,SQL Injection attempt (blended),id=32154 OR 14577=1699,Database Interaction,Injected SQL,Yes,SQLi
3195,SQL Injection attempt (blended),id=25698 OR 89741=31759,Database Interaction,Injected SQL,Yes,SQLi
3196,SQL Injection attempt (blended),"uid=98514 UNION SELECT 55260,'c59Ck6sP'",Database Interaction,Injected SQL,Yes,SQLi
3197,SQL Injection attempt (blended),search?q=test' OR '0zyhO4yq'='PSUGg1oZ,Database Interaction,Injected SQL,Yes,SQLi
3198,SQL Injection attempt (blended),' AND 38631=47288 -- GZvsrSam,Database Interaction,Injected SQL,Yes,SQLi
3199,SQL Injection attempt (blended),category=QdZiBvT8'; DROP TABLE temp_IpnGgi09;--,Database Interaction,Injected SQL,Yes,SQLi
3200,SQL Injection attempt (blended),category=GeKOkFL6'; DROP TABLE temp_BlR8mgLt;--,Database Interaction,Injected SQL,Yes,SQLi
3201,SQL Injection attempt (blended),category=q3Fe8tbU'; DROP TABLE temp_rV6y9Zow;--,Database Interaction,Injected SQL,Yes,SQLi
3202,SQL Injection attempt (blended),' AND 1883=92654 -- RhfXbwey,Database Interaction,Injected SQL,Yes,SQLi
3203,SQL Injection attempt (blended),search?q=test' OR 'lBATHd6v'='62m05rHJ,Database Interaction,Injected SQL,Yes,SQLi
3204,SQL Injection attempt (blended),' AND 2462=72172 -- gtyDBiKI,Database Interaction,Injected SQL,Yes,SQLi
3205,SQL Injection attempt (blended),search?q=test' OR 'cZKxoeQC'='LCi9FxSt,Database Interaction,Injected SQL,Yes,SQLi
3206,SQL Injection attempt (blended),' AND 31701=34115 -- xtwuFKN6,Database Interaction,Injected SQL,Yes,SQLi
3207,SQL Injection attempt (blended),id=16027 OR 20715=60097,Database Interaction,Injected SQL,Yes,SQLi
3208,SQL Injection attempt (blended),' AND 86956=39718 -- MfTu1Goa,Database Interaction,Injected SQL,Yes,SQLi
3209,SQL Injection attempt (blended),category=OQnNOYr4'; DROP TABLE temp_lKCPdv6D;--,Database Interaction,Injected SQL,Yes,SQLi
3210,SQL Injection attempt (blended),search?q=test' OR 'MbRF0tMP'='iLsIojIB,Database Interaction,Injected SQL,Yes,SQLi
3211,SQL Injection attempt (blended),category=77LMhXqD'; DROP TABLE temp_uvABjs5o;--,Database Interaction,Injected SQL,Yes,SQLi
3212,SQL Injection attempt (blended),' AND 97356=6274 -- Tpyl64Ia,Database Interaction,Injected SQL,Yes,SQLi
3213,SQL Injection attempt (blended),category=0EZTsZjT'; DROP TABLE temp_kUmWQ1ZP;--,Database Interaction,Injected SQL,Yes,SQLi
3214,SQL Injection attempt (blended),id=21988 OR 78786=41339,Database Interaction,Injected SQL,Yes,SQLi
3215,SQL Injection attempt (blended),' AND 27564=90447 -- DPVawn5Z,Database Interaction,Injected SQL,Yes,SQLi
3216,SQL Injection attempt (blended),product?id=12652 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3217,SQL Injection attempt (blended),' AND 31189=54380 -- NISHlsCI,Database Interaction,Injected SQL,Yes,SQLi
3218,SQL Injection attempt (blended),product?id=48571 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3219,SQL Injection attempt (blended),"uid=94868 UNION SELECT 21896,'klUCiVfa'",Database Interaction,Injected SQL,Yes,SQLi
3220,SQL Injection attempt (blended),search?q=test' OR 'HE5bbksD'='qYS0uIT3,Database Interaction,Injected SQL,Yes,SQLi
3221,SQL Injection attempt (blended),category=4k7EjDBf'; DROP TABLE temp_pKYaVSHS;--,Database Interaction,Injected SQL,Yes,SQLi
3222,SQL Injection attempt (blended),"uid=36193 UNION SELECT 8025,'0NVAs5Ch'",Database Interaction,Injected SQL,Yes,SQLi
3223,SQL Injection attempt (blended),' AND 58166=64804 -- qNVboLYQ,Database Interaction,Injected SQL,Yes,SQLi
3224,SQL Injection attempt (blended),"uid=86185 UNION SELECT 83800,'E5JJx7Sq'",Database Interaction,Injected SQL,No,
3225,SQL Injection attempt (blended),search?q=test' OR 'EUNOgvtc'='ubT93udu,Database Interaction,Injected SQL,Yes,SQLi
3226,SQL Injection attempt (blended),product?id=31595 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,No,
3227,SQL Injection attempt (blended),category=wylOcWJJ'; DROP TABLE temp_68r3NrUR;--,Database Interaction,Injected SQL,Yes,SQLi
3228,SQL Injection attempt (blended),id=78141 OR 3410=83917,Database Interaction,Injected SQL,Yes,SQLi
3229,SQL Injection attempt (blended),id=54125 OR 83054=56440,Database Interaction,Injected SQL,Yes,SQLi
3230,SQL Injection attempt (blended),search?q=test' OR 'agNU1mmk'='UJBTo0Ui,Database Interaction,Injected SQL,Yes,SQLi
3231,SQL Injection attempt (blended),' AND 57871=85573 -- AIbS29fa,Database Interaction,Injected SQL,Yes,SQLi
3232,SQL Injection attempt (blended),id=26937 OR 8592=66508,Database Interaction,Injected SQL,Yes,SQLi
3233,SQL Injection attempt (blended),search?q=test' OR 'gEUh3EaL'='frZNkETi,Database Interaction,Injected SQL,Yes,SQLi
3234,SQL Injection attempt (blended),category=zSJH9H6u'; DROP TABLE temp_Wvlmz12f;--,Database Interaction,Injected SQL,Yes,SQLi
3235,SQL Injection attempt (blended),product?id=16819 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3236,SQL Injection attempt (blended),product?id=92764 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3237,SQL Injection attempt (blended),id=66711 OR 81106=41274,Database Interaction,Injected SQL,Yes,SQLi
3238,SQL Injection attempt (blended),category=HyWdmR0w'; DROP TABLE temp_kBDL7keP;--,Database Interaction,Injected SQL,No,
3239,SQL Injection attempt (blended),product?id=55745 OR EXISTS(SELECT * FROM users),Database Interaction,Injected SQL,Yes,SQLi
3240,SQL Injection attempt (blended),id=93603 OR 57783=66855,Database Interaction,Injected SQL,Yes,SQLi
3241,SQL Injection attempt (blended),"uid=30709 UNION SELECT 45682,'p2Ofr42Z'",Database Interaction,Injected SQL,Yes,SQLi
